review,target,title,airline
"Biman Bangladesh Airlines is rapidly improving its punctuality and the air tickets are very competitively priced. Onboard most international and long-haul flights, all ticket classes are served delectable traditional Bangladeshi cuisine that is exceptional in every way. There is an onboard menu for Business class travelers. The professional cockpit crew and friendly cabin crew are extremely courteous, helpful and hospitable. The spacious seats are very comfortable, especially in the newest planes. Passenger seats and toilets are spotlessly clean. The in-flight entertainment is on par with the best airlines in the world with plentiful touch screens everywhere â€“ side of the seat, front of the seat and giant screens in the front aisle, which allow you to track the progress of the flight very precisely and in great detail. Biman has a good collection of Bengali films and foreign movies in its catalog. It is an excellent airline that is budget friendly and comfortable.I flew Dhaka to Dubai and it was a surprisingly good experience overall. As with all airlines from South Asia, the only problem was the large numbers of mostly uneducated menial workers (self-loading freight) that usually fill the lowest Economy seats and fly regularly to the Middle East and elsewhere. Usually they are brash and donâ€™t miss an opportunity to be noisy, rude and loud. In order to avoid such ruckus when flying with Biman, it is best to fly Premium Economy class (also called Economy Flexible class) or choose any of the Business classes. The ticket price difference is mostly negligible.",Positive,Premium Economy class is the way to go!,Biman_Bangladesh_Airlines
"I don't have enough words to critic them anymore, just save yourself from the trouble of ever booking a flight in this airlines.They don't have any respect for people's hard earned money or the decency to help out a passenger as an airline service. They are not well equipped and very incompetent to exist as an Airlines.I travel a lot and yes l have had my flights delayed or cancelled, but by far this is the most exhausting experience in my life",Negative,"Never fly in this airline,if you want to save your hard earned money.",Biman_Bangladesh_Airlines
"went with biman airline and it was bad experience..the plane was loud, noisy, it was like being in fish market in bangladesh..the airline should be renamed to ""bin-man"" airline..it was terrible experience..never again..",Negative,worst airline in the world!!,Biman_Bangladesh_Airlines
I was very afraid before I had my trip to Nepal by Biman because of the reputation it earned. But i found good air craft and on time flight,Positive,Biman has improved,Biman_Bangladesh_Airlines
"Well I have travelled to Bangkok by Biman as there were no tickets available on other airlines.The Airline Ticket counter was very badly managed,the ground staff of Biman are rude and careless it took 1 hour to get my boarding card.Inside the airplane is poorly maintained ,dirty ,sting smell and the food was Chicken with fried rice,(no choice)no hard drinks and the attendent is 45 years woman other is 35 years with no smile on their face,also very rude.The toilets of the airplane is pathetic,I just opened the door and closed it ,impossible for anyone to go there.The only thing good of the Airplane is the skilled pilots with smooth flying and landing.it is real sad after so many years passed by nothing has improved.",Negative,Old plane but the pilot is skilled,Biman_Bangladesh_Airlines
Only positive is the airline goes directly to Sylhet which is useful for my my business links!Running over so many years nothing has improved from:ServiceFoodTimetable Check in serviceLuggage handlersCustoms staffMost of all you can never recommend this airline to even your enemy.By far the worst airline in the world!!!,Negative,No choice but to use for Sylhet,Biman_Bangladesh_Airlines
"The only public airline in Bangladesh, and obviously the cheapest one. They maintain time and schedule better than before. Hospitality is also very appreciable. Suggested.",Positive,Its good among others in Bangladesh,Biman_Bangladesh_Airlines
"Half an hour trip with Biman from KOL to DAC or DAC to KOL is always boredom. The common issue on this route is delaying flight for nothing.My last experience on this route with Biman was so terrible, suddenly flight delayed. I supposed to reach Dhaka at 9 pm and reached after 12 am. It became a safety issues for a solo traveler. But thankfully got good service from Shahjalal airport to manage a cab to leave airport after midnight!! Damn!!And food is just ok.Expecting standard service from an International airlines in near future!",Mixed,Delaying Flight became common,Biman_Bangladesh_Airlines
As a frequent traveler I flew many times with Biman. I found their overall service is quite ok for long distances than short. In 2014 also I traveled through this airline from DAC to KTM and experiences was ok.Thankfully no flight delayed on this route. Crews are cooperative.Food is ok beside coke/sprite type of junk drinks. Better to provide juice instead of this type of drinks which is not ok for all kinds of passengers I guess.I will expect more standard services in all routes from Biman as an International airlines.,Positive,Quite Ok,Biman_Bangladesh_Airlines
"Biman needs to become a passengers airline from current state of affairs of non friendly staff, pathetic service levels and horrible schedule. It does not have a service mind set and lacks basic service guidelines. Need to replace 70% staff especially cabin crews. Pilots are just great even the Planes are very good. But ground staff and cabin crew are just terrible.",Negative,Service extremely poor,Biman_Bangladesh_Airlines
